"","leg_party","leg_republican","leg_black","leg_latino","reply_atall","treat_deshawn","treat_demprimary","treat_repprimary","treat_noprimary","treat_group","treat_jake","leg_notwhite","leg_white","leg_notblackotherminority","treat_primary"
"3663","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3664","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3665","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3666","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3667","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3668","R",1,0,0,1,1,0,1,0,2,0,1,0,1,1
"3669","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3670","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3671","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3672","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3673","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3674","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3675","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3676","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3677","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3678","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3679","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3680","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3681","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3682","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3683","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3684","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3685","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3686","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3687","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3688","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3689","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3690","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3691","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3692","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3693","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3694","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3695","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3696","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3697","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3698","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3699","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3700","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3701","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3702","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3703","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3704","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3705","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3706","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3707","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3708","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3709","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3710","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3711","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3712","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3713","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3714","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3715","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3716","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3717","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3718","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3719","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3720","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3721","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3722","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3723","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3724","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3725","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3726","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3727","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3728","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3729","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3730","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3731","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3732","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3733","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3734","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3735","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3736","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3737","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3738","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3739","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3740","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3741","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3742","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3743","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3744","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3745","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3746","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3747","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3748","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"3749","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3750","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3751","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3752","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3753","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3754","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3755","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3756","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3757","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3758","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3759","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3760","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3761","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3762","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3763","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3764","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3765","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3766","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3767","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3768","D",0,0,1,0,1,0,0,1,6,0,1,0,1,0
"3769","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3770","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3771","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3772","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3773","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3774","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3775","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3776","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3777","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3778","D",0,0,0,0,1,0,0,1,6,0,1,0,1,0
"3779","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3780","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3781","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3782","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3783","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3784","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3785","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3786","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3787","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3788","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3789","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3790","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3791","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3792","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3793","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3794","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3795","D",0,0,1,1,0,0,0,1,0,1,1,0,1,0
"3796","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3797","D",0,0,0,1,0,0,0,1,0,1,1,0,1,0
"3798","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3799","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3800","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3801","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3802","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3803","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3804","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3805","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3806","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3807","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3808","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3809","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3810","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3811","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3812","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3813","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3814","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3815","D",0,0,0,0,0,1,0,0,5,1,1,0,1,1
"3816","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3817","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3818","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3819","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3820","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3821","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3822","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3823","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3824","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3825","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3826","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3827","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3828","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3829","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3830","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3831","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3832","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3833","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3834","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3835","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3836","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3837","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3838","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3839","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3840","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3841","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"3842","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3843","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3844","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3845","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3846","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3847","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3848","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3849","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3850","R",1,0,0,1,1,1,0,0,4,0,1,0,1,1
"3851","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3852","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3853","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3854","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3855","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3856","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3857","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3858","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3859","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3860","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"3861","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3862","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3863","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3864","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"3865","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3866","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3867","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3868","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3869","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3870","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3871","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3872","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"3873","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3874","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3875","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3876","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3877","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3878","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3879","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3880","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3881","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3882","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3883","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3884","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3885","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3886","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3887","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3888","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3889","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3890","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3891","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3892","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3893","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3894","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3895","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3896","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3897","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3898","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3899","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3900","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3901","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3902","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3903","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3904","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3905","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"3906","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3907","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3908","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3909","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3910","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3911","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"3912","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3913","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3914","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3915","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3916","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"3917","D",0,0,0,0,1,0,0,1,6,0,1,0,1,0
"3918","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3919","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3920","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3921","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3922","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3923","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3924","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3925","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3926","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"3927","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3928","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3929","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3930","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"3931","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3932","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3933","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"3934","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3935","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3936","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3937","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"3938","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3939","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3940","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3941","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3942","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3943","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3944","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3945","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3946","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3947","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3948","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3949","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3950","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3951","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3952","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3953","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3954","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3955","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3956","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3957","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3958","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3959","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"3960","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3961","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3962","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"3963","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3964","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3965","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3966","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3967","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3968","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3969","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3970","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3971","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3972","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3973","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3974","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3975","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3976","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3977","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3978","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3979","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3980","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"3981","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3982","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"3983","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3984","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3985","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3986","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3987","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3988","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3989","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3990","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3991","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3992","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3993","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3994","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3995","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3996","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3997","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3998","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3999","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"4000","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"4001","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"4002","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"4003","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"4004","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"4005","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"4006","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"4007","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"4008","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"4009","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"4010","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"4011","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"4012","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"4013","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"4014","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"4015","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"4016","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"4017","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"4018","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"4019","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"4020","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"4021","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"4022","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"4023","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"4024","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"4025","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"4026","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"4027","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"4028","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"4029","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"4030","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"4031","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"4032","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"4033","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"4034","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"4035","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"4036","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"4037","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"4038","R",1,0,1,1,1,1,0,0,4,0,1,0,1,1
"4039","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"4040","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"4041","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"4042","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"4043","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"4044","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"4045","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"4046","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"4047","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"4048","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"4049","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"4050","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"4051","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"4052","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"4053","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"4054","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"4055","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"4056","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"4057","D",0,0,0,1,0,1,0,0,5,1,1,0,1,1
"4058","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"4059","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"4060","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"4061","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"4062","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"4063","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"4064","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"4065","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"4066","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"4067","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"4068","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"4069","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"4070","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
