"","leg_party","leg_republican","leg_black","leg_latino","reply_atall","treat_deshawn","treat_demprimary","treat_repprimary","treat_noprimary","treat_group","treat_jake","leg_notwhite","leg_white","leg_notblackotherminority","treat_primary"
"1610","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1611","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1612","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1613","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1614","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1615","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1616","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1617","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1618","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1619","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1620","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1621","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1622","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1623","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1624","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1625","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1626","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1627","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1628","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1629","D",0,1,1,1,1,1,0,0,4,0,1,0,0,1
"1630","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1631","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1632","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1633","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1634","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1635","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1636","D",0,0,1,0,0,1,0,0,5,1,1,0,1,1
"1637","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1638","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1639","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1640","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1641","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1642","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1643","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1644","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1645","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1646","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1647","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1648","D",0,0,0,1,1,0,0,1,6,0,1,0,1,0
"1649","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1650","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1651","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1652","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1653","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1654","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1655","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1656","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1657","D",0,0,0,1,1,0,0,1,6,0,1,0,1,0
"1658","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1659","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1660","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1661","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1662","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"1663","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1664","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"1665","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1666","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1667","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1668","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1669","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1670","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1671","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1672","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"1673","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1674","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1675","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1676","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1677","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1678","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1679","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1680","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1681","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1682","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1683","D",0,1,1,1,1,0,0,1,6,0,1,0,0,0
"1684","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1685","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1686","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1687","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1688","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1689","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1690","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1691","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1692","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1693","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1694","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1695","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1696","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1697","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1698","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1699","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1700","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1701","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1702","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1703","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1704","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1705","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1706","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1707","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1708","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1709","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1710","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1711","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1712","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1713","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1714","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1715","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1716","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1717","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1718","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1719","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1720","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1721","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1722","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1723","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1724","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1725","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"1726","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1727","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1728","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1729","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1730","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"1731","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1732","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1733","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1734","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"1735","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1736","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1737","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1738","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1739","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1740","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"1741","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1742","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"1743","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1744","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1745","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1746","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1747","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1748","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1749","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1750","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"1751","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1752","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1753","D",0,1,1,1,1,1,0,0,4,0,1,0,0,1
"1754","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1755","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1756","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1757","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1758","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1759","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1760","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1761","D",0,0,0,1,1,0,0,1,6,0,1,0,1,0
"1762","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1763","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1764","D",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"1765","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1766","D",0,0,0,1,1,0,0,1,6,0,1,0,1,0
"1767","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1768","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1769","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1770","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1771","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1772","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1773","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1774","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1775","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"1776","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1777","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1778","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1779","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"1780","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1781","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1782","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1783","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"1784","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1785","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"1786","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1787","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1788","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1789","D",0,0,1,1,1,0,0,1,6,0,1,0,1,0
"1790","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1791","D",0,1,0,1,0,1,0,0,5,1,1,0,0,1
"1792","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"1793","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"1794","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1795","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"1796","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1797","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"1798","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1799","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1800","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1801","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"1802","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"1803","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"1804","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1805","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1806","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1807","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1808","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1809","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1810","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1811","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1812","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1813","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"1814","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1815","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1816","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"1817","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1818","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1819","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"1820","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1821","D",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"1822","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1823","D",0,0,1,1,1,1,0,0,4,0,1,0,1,1
"1824","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1825","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1826","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1827","D",0,1,0,1,1,0,0,1,6,0,1,0,0,0
"1828","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1829","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1830","D",0,1,0,1,0,1,0,0,5,1,1,0,0,1
"1831","D",0,1,0,1,0,0,1,0,3,1,1,0,0,1
"1832","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1833","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1834","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1835","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1836","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"1837","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1838","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"1839","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1840","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1841","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1842","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1843","D",0,1,0,1,0,1,0,0,5,1,1,0,0,1
"1844","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1845","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1846","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1847","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1848","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1849","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1850","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1851","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1852","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1853","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1854","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1855","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1856","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"1857","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"1858","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"1859","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"1860","D",0,1,0,1,0,1,0,0,5,1,1,0,0,1
"1861","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"1862","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1863","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1864","D",0,1,0,1,0,0,1,0,3,1,1,0,0,1
"1865","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1866","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"1867","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"1868","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1869","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1870","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1871","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1872","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1873","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"1874","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"1875","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"1876","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1877","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1878","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1879","D",0,1,0,1,1,1,0,0,4,0,1,0,0,1
"1880","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"1881","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1882","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1883","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1884","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1885","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1886","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1887","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1888","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1889","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1890","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"1891","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"1892","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1893","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1894","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1895","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1896","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1897","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1898","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"1899","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1900","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1901","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1902","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1903","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1904","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1905","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1906","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1907","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1908","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1909","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1910","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1911","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1912","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1913","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"1914","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1915","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1916","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1917","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"1918","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1919","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1920","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1921","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1922","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1923","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1924","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1925","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1926","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1927","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1928","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1929","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1930","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1931","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1932","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1933","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1934","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"1935","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1936","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1937","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"1938","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"1939","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1940","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1941","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"1942","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1943","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"1944","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1945","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1946","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1947","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1948","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"1949","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1950","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1951","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1952","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1953","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1954","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1955","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1956","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1957","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"1958","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1959","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1960","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1961","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"1962","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1963","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"1964","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1965","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1966","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1967","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1968","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1969","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"1970","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1971","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"1972","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1973","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"1974","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1975","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"1976","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"1977","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"1978","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"1979","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1980","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1981","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"1982","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1983","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1984","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1985","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"1986","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"1987","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1988","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"1989","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"1990","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1991","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"1992","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"1993","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"1994","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"1995","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"1996","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"1997","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"1998","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"1999","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2000","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2001","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2002","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2003","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2004","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2005","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2006","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2007","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2008","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2009","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2010","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2011","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2012","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2013","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2014","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2015","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2016","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2017","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
